Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,Scan Type,High-Level Science Products,Ang Sep (')
string,string,ra,dec,integer,datetime,datetime,float,string,string,string,float,integer,datetime,string,string,integer,float
IBKH03020,NGC6121,16 23 35.500,-26 31 31.00,9,2011-07-09 12:07:37,2011-07-09 12:55:35,150.000,WFC3  ,UVIS-CENTER,F547M,5447.000,12193,2012-07-09 17:43:37,IBKH03020,,,0.027
IBKH03030,NGC6121,16 23 35.500,-26 31 31.00,9,2011-07-09 12:11:22,2011-07-09 12:51:43,700.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12193,2012-07-09 17:43:43,IBKH03030,,,0.027
IBKH03040,NGC6121,16 23 35.500,-26 31 31.00,9,2011-07-09 12:19:40,2011-07-09 12:43:19,1292.000,WFC3  ,UVIS-CENTER,F395N,3955.200,12193,2012-07-10 13:28:33,IBKH03040,,,0.027
ICAU0E020,NGC-6121,16 23 35.746,-26 31 32.98,55,2014-07-05 22:33:36,2014-07-06 00:18:43,1616.000,WFC3  ,UVIS-CENTER,F275W,2707.200,13297,2014-07-06 13:47:50,ICAU0E020,,1,0.080
ICAU0E010,NGC-6121,16 23 35.904,-26 31 33.06,55,2014-07-05 22:25:59,2014-07-05 23:38:54,600.000,WFC3  ,UVIS-CENTER,F336W,3354.850,13297,2014-07-06 13:47:31,ICAU0E010,,1,0.115
IC0577010,M-4,16 23 35.969,-26 31 29.58,6,2013-07-05 15:16:37,2013-07-05 15:58:13,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-07-05 22:38:23,IC0577010,,,0.133
IC0577AWQ,M-4,16 23 35.969,-26 31 29.58,6,2013-07-05 15:13:41,2013-07-05 15:14:01,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-07-05 17:38:48,IC0577AWQ,,,0.133
IC0587010,M-4,16 23 35.991,-26 31 30.83,6,2013-07-30 06:58:10,2013-07-30 07:39:46,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-07-30 13:56:30,IC0587010,,,0.133
IC0587HZQ,M-4,16 23 35.991,-26 31 30.83,6,2013-07-30 06:55:14,2013-07-30 06:55:34,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-07-30 12:48:09,IC0587HZQ,,,0.133
IC0526010,M-4,16 23 35.675,-26 31 39.00,6,2013-03-07 19:19:01,2013-03-07 20:03:33,2000.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-03-08 05:42:55,IC0526010,,,0.134
IC0567010,M-4,16 23 35.897,-26 31 27.40,6,2013-06-11 17:08:38,2013-06-11 17:50:14,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-06-11 22:43:55,IC0567010,,,0.134
IC0567KMQ,M-4,16 23 35.897,-26 31 27.40,6,2013-06-11 17:05:42,2013-06-11 17:06:02,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-06-11 18:57:21,IC0567KMQ,,,0.134
IC0597010,M-4,16 23 36.003,-26 31 32.11,6,2013-08-23 13:39:57,2013-08-23 15:11:04,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-08-23 18:14:49,IC0597010,,,0.135
IC0597DQQ,M-4,16 23 36.003,-26 31 32.11,6,2013-08-23 13:37:01,2013-08-23 13:37:21,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-08-23 16:33:05,IC0597DQQ,,,0.135
IC050H010,M-4,16 23 35.999,-26 31 33.94,6,2013-09-15 12:49:03,2013-09-15 13:30:39,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-09-15 16:58:54,IC050H010,,,0.138
IC050HKBQ,M-4,16 23 35.999,-26 31 33.94,6,2013-09-15 12:46:07,2013-09-15 12:46:27,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-09-15 15:54:54,IC050HKBQ,,,0.138
IC0506010,M-4,16 23 35.586,-26 31 39.96,6,2013-01-19 11:28:24,2013-01-19 12:12:56,2000.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-01-19 14:52:00,IC0506010,,,0.141
IC050R010,M-4,16 23 35.971,-26 31 35.73,6,2012-10-10 15:17:51,2012-10-10 15:59:27,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2012-10-10 21:12:31,IC050R010,,,0.143
IC050RNIQ,M-4,16 23 35.971,-26 31 35.73,6,2012-10-10 15:14:55,2012-10-10 15:15:15,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2012-10-10 18:10:06,IC050RNIQ,,,0.143
J9L964010,NGC6121,16 23 35.886,-26 31 37.72,260,2006-03-05 03:10:15,2006-03-05 04:44:19,111.500,ACS   ,WFCENTER,F606W;CLEAR2L,5919.205,10775,2006-07-01 00:00:00,J9L964010,,4,0.146
J9L964020,NGC6121,16 23 35.886,-26 31 37.72,260,2006-03-05 05:17:20,2006-03-05 08:04:47,121.500,ACS   ,WFCENTER,CLEAR1L;F814W,8047.643,10775,2006-07-01 00:00:00,J9L964020,,2,0.146
IC0516010,M-4,16 23 35.518,-26 31 40.50,6,2013-02-12 00:19:30,2013-02-12 01:04:02,2000.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-02-12 03:48:36,IC0516010,,,0.146
ICAU0EDPQ,NGC-6121,16 23 36.062,-26 31 33.15,55,2014-07-05 22:00:12,2014-07-05 22:01:18,66.000,WFC3  ,UVIS-CENTER,F438W,4325.000,13297,2014-07-06 13:43:25,ICAU0EDPQ,,1,0.150
IC050Q010,M-4,16 23 34.995,-26 31 24.47,6,2012-10-09 23:23:08,2012-10-10 01:06:37,2000.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2012-10-10 08:42:11,IC050Q010,,,0.153
IC0536010,M-4,16 23 35.412,-26 31 41.08,6,2013-04-02 00:02:01,2013-04-02 00:46:33,2000.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-04-02 13:44:06,IC0536010,,,0.154
ICAU0F020,NGC-6121,16 23 34.699,-26 31 31.68,55,2015-02-17 19:52:05,2015-02-17 20:26:49,1470.000,WFC3  ,UVIS-CENTER,F275W,2707.200,13297,2015-02-18 02:47:05,ICAU0F020,,1,0.157
IC050G010,M-4,16 23 34.892,-26 31 25.11,6,2013-09-15 11:10:27,2013-09-15 11:54:59,2000.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-09-15 15:59:04,IC050G010,,,0.160
IC0546010,M-4,16 23 35.244,-26 31 41.46,6,2013-04-24 22:35:11,2013-04-25 00:25:48,2000.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-04-25 04:27:07,IC0546010,,,0.164
IC0596010,M-4,16 23 34.799,-26 31 25.99,6,2013-08-23 08:14:39,2013-08-23 08:59:11,2000.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-08-23 17:11:16,IC0596010,,,0.166
IC0586010,M-4,16 23 34.741,-26 31 26.73,6,2013-07-30 03:44:51,2013-07-30 05:33:08,2000.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-07-30 11:14:21,IC0586010,,,0.170
IC0576010,M-4,16 23 34.691,-26 31 27.56,6,2013-07-05 13:40:10,2013-07-05 14:24:42,2000.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-07-05 16:12:21,IC0576010,,,0.174
IC0556010,M-4,16 23 34.966,-26 31 40.78,6,2013-05-18 18:59:15,2013-05-18 19:43:47,2000.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-05-19 00:19:22,IC0556010,,,0.177
IC0566010,M-4,16 23 34.618,-26 31 29.29,6,2013-06-11 15:30:02,2013-06-11 16:14:34,2000.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-06-11 19:09:32,IC0566010,,,0.180
IC0557010,M-4,16 23 34.825,-26 31 23.61,6,2013-05-19 12:35:05,2013-05-19 13:16:41,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-05-19 16:10:10,IC0557010,,,0.188
IC0557M1Q,M-4,16 23 34.825,-26 31 23.61,6,2013-05-19 12:32:09,2013-05-19 12:32:29,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-05-19 14:26:45,IC0557M1Q,,,0.188
ICAU0F010,NGC-6121,16 23 34.542,-26 31 31.37,55,2015-02-17 19:44:28,2015-02-17 20:11:57,600.000,WFC3  ,UVIS-CENTER,F336W,3354.850,13297,2015-02-18 02:46:29,ICAU0F010,,1,0.192
IC0547010,M-4,16 23 34.576,-26 31 26.70,6,2013-04-25 01:58:38,2013-04-25 03:44:54,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-04-25 06:52:31,IC0547010,,,0.203
IC0547UFQ,M-4,16 23 34.576,-26 31 26.70,6,2013-04-25 01:55:42,2013-04-25 01:56:02,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-04-25 06:09:06,IC0547UFQ,,,0.203
IC0537010,M-4,16 23 34.482,-26 31 29.14,6,2013-04-02 01:40:38,2013-04-02 02:22:14,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-04-02 04:19:04,IC0537010,,,0.210
IC0537H1Q,M-4,16 23 34.482,-26 31 29.14,6,2013-04-02 01:37:42,2013-04-02 01:38:02,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-04-02 04:12:07,IC0537H1Q,,,0.210
IC0517010,M-4,16 23 34.447,-26 31 30.92,6,2013-02-12 01:58:08,2013-02-12 02:39:44,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-02-12 05:56:54,IC0517010,,,0.214
IC0517GRQ,M-4,16 23 34.447,-26 31 30.92,6,2013-02-12 01:55:12,2013-02-12 01:55:32,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-02-12 03:45:10,IC0517GRQ,,,0.214
IC0507010,M-4,16 23 34.437,-26 31 32.19,6,2013-01-19 13:07:06,2013-01-19 13:48:42,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-01-21 17:22:19,IC0507010,,,0.215
IC0507S1Q,M-4,16 23 34.437,-26 31 32.19,6,2013-01-19 13:04:10,2013-01-19 13:04:30,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-01-19 14:40:29,IC0507S1Q,,,0.215
IC0527010,M-4,16 23 34.442,-26 31 34.03,6,2013-03-08 00:22:01,2013-03-08 02:03:06,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-03-08 05:42:10,IC0527010,,,0.217
IC0527K3Q,M-4,16 23 34.442,-26 31 34.03,6,2013-03-08 00:19:05,2013-03-08 00:19:25,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-03-08 03:50:07,IC0527K3Q,,,0.217
ICAU0FIPQ,NGC-6121,16 23 34.386,-26 31 31.07,55,2015-02-17 19:40:44,2015-02-17 19:41:49,65.000,WFC3  ,UVIS-CENTER,F438W,4325.000,13297,2015-02-18 02:42:08,ICAU0FIPQ,,1,0.227
IC0543010,M-4,16 23 36.460,-26 31 27.17,6,2013-04-24 19:44:24,2013-04-24 21:20:54,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-04-25 00:59:42,IC0543010,,,0.250
IC0543T9Q,M-4,16 23 36.460,-26 31 27.17,6,2013-04-24 19:41:28,2013-04-24 19:41:48,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-04-25 00:52:55,IC0543T9Q,,,0.250
IC0533010,M-4,16 23 36.311,-26 31 23.05,6,2013-04-01 19:17:51,2013-04-01 19:59:27,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-04-01 22:35:31,IC0533010,,,0.251
IC0533ELQ,M-4,16 23 36.311,-26 31 23.05,6,2013-04-01 19:14:55,2013-04-01 19:15:15,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-04-01 22:27:56,IC0533ELQ,,,0.251
IC0513010,M-4,16 23 36.170,-26 31 20.66,6,2013-02-11 18:06:22,2013-02-11 19:37:09,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-02-12 00:23:54,IC0513010,,,0.254
IC0513EJQ,M-4,16 23 36.170,-26 31 20.66,6,2013-02-11 18:03:26,2013-02-11 18:03:46,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-02-11 19:40:12,IC0513EJQ,,,0.254
IC0553010,M-4,16 23 36.518,-26 31 34.72,6,2013-05-18 14:15:00,2013-05-18 14:56:36,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-05-20 15:21:52,IC0553010,,,0.255
IC0553FRQ,M-4,16 23 36.518,-26 31 34.72,6,2013-05-18 14:12:04,2013-05-18 14:12:24,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-05-18 16:10:39,IC0553FRQ,,,0.255
IC0503010,M-4,16 23 36.053,-26 31 19.19,6,2013-01-18 22:51:57,2013-01-18 23:33:33,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-01-19 02:45:43,IC0503010,,,0.257
IC0503OIQ,M-4,16 23 36.053,-26 31 19.19,6,2013-01-18 22:49:01,2013-01-18 22:49:21,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-01-19 02:39:29,IC0503OIQ,,,0.257
IC0523010,M-4,16 23 35.866,-26 31 17.46,6,2013-03-07 14:34:52,2013-03-07 15:16:28,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-03-07 17:39:18,IC0523010,,,0.262
IC0523I0Q,M-4,16 23 35.866,-26 31 17.46,6,2013-03-07 14:31:56,2013-03-07 14:32:16,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-03-07 16:03:20,IC0523I0Q,,,0.262
IC0563010,M-4,16 23 35.069,-26 31 50.12,6,2013-06-11 10:45:56,2013-06-11 11:27:32,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-06-11 15:09:15,IC0563010,,,0.313
IC0563J6Q,M-4,16 23 35.069,-26 31 50.12,6,2013-06-11 10:43:00,2013-06-11 10:43:20,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-06-11 13:29:40,IC0563J6Q,,,0.313
IC0573010,M-4,16 23 34.781,-26 31 49.22,6,2013-07-05 08:53:37,2013-07-05 09:35:13,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-07-05 12:36:03,IC0573010,,,0.321
IC0573ZFQ,M-4,16 23 34.781,-26 31 49.22,6,2013-07-05 08:50:41,2013-07-05 08:51:01,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-07-05 10:35:41,IC0573ZFQ,,,0.321
IC0554010,M-4,16 23 36.377,-26 31 17.56,6,2013-05-18 15:50:44,2013-05-18 16:32:20,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-05-18 19:06:31,IC0554010,,,0.324
IC0554G4Q,M-4,16 23 36.377,-26 31 17.56,6,2013-05-18 15:47:48,2013-05-18 15:48:08,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-05-18 19:00:31,IC0554G4Q,,,0.324
IC0583010,M-4,16 23 34.634,-26 31 48.38,6,2013-07-29 13:25:47,2013-07-29 14:07:23,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-07-29 20:08:50,IC0583010,,,0.324
IC0583DIQ,M-4,16 23 34.634,-26 31 48.38,6,2013-07-29 13:22:51,2013-07-29 13:23:11,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-07-29 15:38:57,IC0583DIQ,,,0.324
IC0593010,M-4,16 23 34.496,-26 31 47.30,6,2013-08-22 12:08:29,2013-08-22 13:37:09,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-08-22 16:38:31,IC0593010,,,0.327
IC0593YRQ,M-4,16 23 34.496,-26 31 47.30,6,2013-08-22 12:05:33,2013-08-22 12:05:53,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-08-22 16:31:40,IC0593YRQ,,,0.327
IC050D010,M-4,16 23 34.318,-26 31 45.39,6,2013-09-15 06:26:24,2013-09-15 07:08:00,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-09-15 12:28:21,IC050D010,,,0.331
IC050DI9Q,M-4,16 23 34.318,-26 31 45.39,6,2013-09-15 06:23:28,2013-09-15 06:23:48,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-09-15 09:31:31,IC050DI9Q,,,0.331
IC050N010,M-4,16 23 34.168,-26 31 43.10,6,2012-10-09 05:46:43,2012-10-09 06:28:19,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2012-10-09 13:07:59,IC050N010,,,0.333
IC050NGQQ,M-4,16 23 34.168,-26 31 43.10,6,2012-10-09 05:43:47,2012-10-09 05:44:07,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2012-10-09 06:39:41,IC050NGQQ,,,0.333
IC0544010,M-4,16 23 35.792,-26 31 12.41,6,2013-04-25 15:50:29,2013-04-25 16:32:05,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-04-25 21:01:31,IC0544010,,,0.336
IC0544XTQ,M-4,16 23 35.792,-26 31 12.41,6,2013-04-25 15:47:33,2013-04-25 15:47:53,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-04-25 19:05:18,IC0544XTQ,,,0.336
IC0564010,M-4,16 23 36.348,-26 31 48.23,6,2013-06-11 12:21:36,2013-06-11 13:03:12,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-06-11 15:43:03,IC0564010,,,0.345
IC0564JJQ,M-4,16 23 36.348,-26 31 48.23,6,2013-06-11 12:18:40,2013-06-11 12:19:00,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-06-11 15:05:30,IC0564JJQ,,,0.345
IC0534010,M-4,16 23 35.381,-26 31 11.12,6,2013-04-01 20:53:34,2013-04-01 21:35:10,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-04-02 00:18:26,IC0534010,,,0.346
IC0534EYQ,M-4,16 23 35.381,-26 31 11.12,6,2013-04-01 20:50:38,2013-04-01 20:50:58,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-04-01 22:31:46,IC0534EYQ,,,0.346
IC0514010,M-4,16 23 35.099,-26 31 11.07,6,2013-02-11 20:13:00,2013-02-11 21:39:05,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-02-12 02:00:01,IC0514010,,,0.353
IC0514EWQ,M-4,16 23 35.099,-26 31 11.07,6,2013-02-11 20:10:04,2013-02-11 20:10:24,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-02-12 00:20:04,IC0514EWQ,,,0.353
IC0574010,M-4,16 23 36.059,-26 31 51.24,6,2013-07-05 10:29:22,2013-07-05 11:10:58,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-07-05 13:16:01,IC0574010,,,0.355
IC0574ZSQ,M-4,16 23 36.059,-26 31 51.24,6,2013-07-05 10:26:26,2013-07-05 10:26:46,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-07-05 12:31:01,IC0574ZSQ,,,0.355
IC0504010,M-4,16 23 34.904,-26 31 11.43,6,2013-01-19 02:38:39,2013-01-19 04:07:54,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-01-19 09:29:50,IC0504010,,,0.358
IC0504Q0Q,M-4,16 23 34.904,-26 31 11.43,6,2013-01-19 02:35:43,2013-01-19 02:36:03,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-01-19 07:41:51,IC0504Q0Q,,,0.358
IC0584010,M-4,16 23 35.885,-26 31 52.47,6,2013-07-29 15:01:27,2013-07-29 15:43:03,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-07-29 22:28:03,IC0584010,,,0.360
IC0584E1Q,M-4,16 23 35.885,-26 31 52.47,6,2013-07-29 14:58:31,2013-07-29 14:58:51,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-07-29 20:05:15,IC0584E1Q,,,0.360
IC0594010,M-4,16 23 35.700,-26 31 53.41,6,2013-08-23 04:58:13,2013-08-23 05:39:49,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-08-23 09:37:08,IC0594010,,,0.365
IC0594BYQ,M-4,16 23 35.700,-26 31 53.41,6,2013-08-23 04:55:17,2013-08-23 04:55:37,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-08-23 08:00:15,IC0594BYQ,,,0.365
IC0524010,M-4,16 23 34.634,-26 31 12.49,6,2013-03-07 16:10:33,2013-03-07 16:52:09,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-03-07 19:58:08,IC0524010,,,0.366
IC0524IGQ,M-4,16 23 34.634,-26 31 12.49,6,2013-03-07 16:07:37,2013-03-07 16:07:57,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-03-07 17:35:49,IC0524IGQ,,,0.366
IC050E010,M-4,16 23 35.425,-26 31 54.22,6,2013-09-15 08:02:04,2013-09-15 08:43:40,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-09-15 12:25:56,IC050E010,,,0.372
IC050EISQ,M-4,16 23 35.425,-26 31 54.22,6,2013-09-15 07:59:08,2013-09-15 07:59:28,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-09-15 11:01:34,IC050EISQ,,,0.372
IC050O010,M-4,16 23 35.143,-26 31 54.37,6,2012-10-09 07:22:30,2012-10-09 08:04:06,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2012-10-09 11:01:44,IC050O010,,,0.379
IC050OH3Q,M-4,16 23 35.143,-26 31 54.37,6,2012-10-09 07:19:34,2012-10-09 07:19:54,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2012-10-09 08:22:09,IC050OH3Q,,,0.379
IC0525010,M-4,16 23 36.907,-26 31 43.96,6,2013-03-07 17:46:16,2013-03-07 18:27:52,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-03-08 02:12:53,IC0525010,,,0.393
IC0525ITQ,M-4,16 23 36.907,-26 31 43.96,6,2013-03-07 17:43:20,2013-03-07 17:43:40,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-03-07 19:05:06,IC0525ITQ,,,0.393
IC050U010,M-4,16 23 36.798,-26 31 17.10,6,2012-10-10 20:05:43,2012-10-10 21:42:41,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2012-10-11 04:08:04,IC050U010,,,0.398
IC050UOLQ,M-4,16 23 36.798,-26 31 17.10,6,2012-10-10 20:02:47,2012-10-10 20:03:07,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2012-10-11 02:17:31,IC050UOLQ,,,0.398
IC0505010,M-4,16 23 36.736,-26 31 47.73,6,2013-01-19 05:23:32,2013-01-19 06:55:17,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-01-19 10:33:38,IC0505010,,,0.399
IC0505QDQ,M-4,16 23 36.736,-26 31 47.73,6,2013-01-19 05:20:36,2013-01-19 05:20:56,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-01-19 09:24:15,IC0505QDQ,,,0.399
IC050K010,M-4,16 23 36.572,-26 31 13.66,6,2013-09-16 06:18:25,2013-09-16 07:02:57,386.000,WFC3  ,UVIS-CENTER,F775W,7652.650,12911,2013-09-16 09:29:38,IC050K010,,,0.401
IC050K020,M-4,16 23 36.572,-26 31 13.66,6,2013-09-16 06:21:21,2013-09-16 06:54:11,1568.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-09-16 09:31:03,IC050K020,,,0.401
IC0515010,M-4,16 23 36.588,-26 31 50.09,6,2013-02-11 22:46:44,2013-02-11 23:28:20,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-02-12 02:38:04,IC0515010,,,0.404
IC0515F9Q,M-4,16 23 36.588,-26 31 50.09,6,2013-02-11 22:43:48,2013-02-11 22:44:08,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-02-12 01:42:55,IC0515F9Q,,,0.404
IC050A010,M-4,16 23 36.305,-26 31 10.80,6,2013-08-22 06:43:10,2013-08-22 07:27:42,386.000,WFC3  ,UVIS-CENTER,F775W,7652.650,12911,2013-08-22 10:59:13,IC050A010,,,0.405
IC050A020,M-4,16 23 36.305,-26 31 10.80,6,2013-08-22 06:46:06,2013-08-22 07:18:56,1568.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-08-22 11:01:07,IC050A020,,,0.405
IC0590010,M-4,16 23 36.098,-26 31 09.19,6,2013-07-30 11:42:14,2013-07-30 12:26:46,386.000,WFC3  ,UVIS-CENTER,F775W,7652.650,12911,2013-07-30 21:56:31,IC0590010,,,0.409
IC0590020,M-4,16 23 36.098,-26 31 09.19,6,2013-07-30 11:45:10,2013-07-30 12:18:00,1568.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-07-30 21:59:17,IC0590020,,,0.409
IC0535010,M-4,16 23 36.342,-26 31 53.02,6,2013-04-01 22:29:15,2013-04-01 23:10:51,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-04-02 00:49:39,IC0535010,,,0.411
IC0535FBQ,M-4,16 23 36.342,-26 31 53.02,6,2013-04-01 22:26:19,2013-04-01 22:26:39,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-04-02 00:15:31,IC0535FBQ,,,0.411
IC0522010,M-4,16 23 37.098,-26 31 22.43,6,2013-03-07 03:46:25,2013-03-07 05:34:20,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-03-07 08:47:28,IC0522010,,,0.411
IC0522FJQ,M-4,16 23 37.098,-26 31 22.43,6,2013-03-07 03:43:29,2013-03-07 03:43:49,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-03-07 07:18:32,IC0522FJQ,,,0.411
IC0568010,M-4,16 23 37.176,-26 31 25.51,6,2013-06-12 07:29:43,2013-06-12 08:11:19,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-06-12 12:07:36,IC0568010,,,0.411
IC0568OEQ,M-4,16 23 37.176,-26 31 25.51,6,2013-06-12 07:26:47,2013-06-12 07:27:07,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-06-12 10:49:11,IC0568OEQ,,,0.411
IC0502010,M-4,16 23 37.203,-26 31 26.96,6,2013-01-18 21:16:21,2013-01-18 21:57:57,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-01-19 02:42:47,IC0502010,,,0.411
IC0502O5Q,M-4,16 23 37.203,-26 31 26.96,6,2013-01-18 21:13:25,2013-01-18 21:13:45,20.000,WFC3  ,UVIS-CENTER,F775W,7651.200,12911,2013-01-19 14:33:02,IC0502O5Q,,,0.411
IC0512010,M-4,16 23 37.240,-26 31 30.25,6,2013-02-11 14:51:44,2013-02-11 16:34:27,1960.000,WFC3  ,UVIS-CENTER,F467M,4682.600,12911,2013-02-11 19:42:37,IC0512010,,,0.413
