Dataset,Target Name,RA (J2000),Dec (J2000),Ref,Start Time,Stop Time,Exp Time,Instrument,Apertures,Filters/Gratings,Central Wavelength,Proposal ID,Release Date,Preview Name,Scan Type,High-Level Science Products,Ang Sep (')
U3KI030DM,NGC5904,15 18 31.700,+02 05 00.37,16,1997-07-26 12:36:13,1997-07-26 12:42:53,400.000,WFPC2 ,PC1-FIX,F336W,3344.000,6607,1998-07-28 18:27:19,U3KI030DM,,,0.406
U5AQ0901R,NGC5904,15 18 34.269,+02 05 27.53,32,2000-05-06 03:37:14,2000-05-06 03:37:17,3.000,WFPC2 ,PC1-FIX,F555W,5439.000,8118,2000-08-04 15:21:14,U5AQ0901R,,,0.652
U5AQ0902R,NGC5904,15 18 34.269,+02 05 27.53,32,2000-05-06 03:39:14,2000-05-06 03:39:44,30.000,WFPC2 ,PC1-FIX,F555W,5439.000,8118,2000-08-04 15:22:58,U5AQ0902R,,,0.652
U5AQ0903R,NGC5904,15 18 34.269,+02 05 27.53,32,2000-05-06 03:41:14,2000-05-06 03:41:44,30.000,WFPC2 ,PC1-FIX,F555W,5439.000,8118,2000-08-04 15:23:18,U5AQ0903R,,,0.652
U5AQ0904R,NGC5904,15 18 34.269,+02 05 27.53,32,2000-05-06 03:44:14,2000-05-06 03:44:54,40.000,WFPC2 ,PC1-FIX,F439W,4311.000,8118,2000-08-04 15:14:25,U5AQ0904R,,,0.652
U5AQ0905R,NGC5904,15 18 34.269,+02 05 27.53,32,2000-05-06 03:46:14,2000-05-06 03:47:54,100.000,WFPC2 ,PC1-FIX,F439W,4311.000,8118,2000-08-04 15:15:10,U5AQ0905R,,,0.652
U5AQ0906R,NGC5904,15 18 34.269,+02 05 27.53,32,2000-05-06 03:49:14,2000-05-06 03:50:54,100.000,WFPC2 ,PC1-FIX,F439W,4311.000,8118,2000-08-04 15:17:05,U5AQ0906R,,,0.652
J92101040,NGC5904,15 18 33.800,+02 04 58.00,15,2004-08-01 02:38:32,2004-08-01 04:55:55,300.000,ACS   ,WFC,F625W;CLEAR2L,6311.060,10120,2005-08-01 02:38:42,J92101040,,,0.179
J92101011,NGC5904,15 18 33.800,+02 04 58.00,15,2004-08-01 02:41:54,2004-08-01 02:55:31,680.000,ACS   ,WFC,CLEAR1L;F435W,4328.773,10120,2005-08-01 08:28:34,J92101011,,,0.179
J92101021,NGC5904,15 18 33.800,+02 04 58.00,15,2004-08-01 02:58:37,2004-08-01 03:12:14,680.000,ACS   ,WFC,F658N;CLEAR2L,6583.951,10120,2005-08-02 13:04:45,J92101021,,,0.179
J92101L1Q,NGC5904,15 18 33.604,+02 04 58.64,15,2004-08-01 04:20:48,2004-08-01 04:21:59,70.000,ACS   ,WFC,CLEAR1L;F435W,4328.773,10120,2005-08-01 09:40:12,J92101L1Q,,,0.150
J92101031,NGC5904,15 18 33.604,+02 04 58.64,15,2004-08-01 04:25:07,2004-08-01 04:45:24,1080.000,ACS   ,WFC,F658N;CLEAR2L,6583.951,10120,2005-08-01 09:50:30,J92101031,,,0.150
J9DX02010,NGC5904,15 18 33.800,+02 04 58.00,10,2006-02-15 01:55:23,2006-02-15 02:22:24,1150.000,ACS   ,WFC,CLEAR1L;F435W,4328.777,10615,2007-02-15 07:56:50,J9DX02010,,,0.179
J9DX02020,NGC5904,15 18 34.000,+02 04 57.71,10,2006-02-15 02:25:03,2006-02-15 03:27:36,680.000,ACS   ,WFC,CLEAR1L;F435W,4328.777,10615,2007-02-15 08:17:21,J9DX02020,,,0.219
J9DX02030,NGC5904,15 18 34.000,+02 04 57.71,10,2006-02-15 03:35:40,2006-02-15 04:04:04,1235.000,ACS   ,WFC,CLEAR1L;F435W,4328.777,10615,2007-02-15 09:29:13,J9DX02030,,,0.219
J9DX02040,NGC5904,15 18 33.800,+02 04 58.00,10,2006-02-15 04:57:52,2006-02-15 05:11:53,680.000,ACS   ,WFC,CLEAR1L;F435W,4328.777,10615,2007-02-15 09:49:43,J9DX02040,,,0.179
J9DX02050,NGC5904,15 18 33.800,+02 04 58.00,10,2006-02-15 05:19:57,2006-02-15 06:39:26,1235.000,ACS   ,WFC,CLEAR1L;F435W,4328.777,10615,2007-02-15 19:07:53,J9DX02050,,,0.179
J9DX02060,NGC5904,15 18 34.000,+02 04 57.71,10,2006-02-15 06:42:05,2006-02-15 06:56:06,680.000,ACS   ,WFC,CLEAR1L;F435W,4328.777,10615,2007-02-15 19:39:55,J9DX02060,,,0.219
J9DX02070,NGC5904,15 18 34.000,+02 04 57.71,10,2006-02-15 07:04:10,2006-02-15 08:23:38,1235.000,ACS   ,WFC,CLEAR1L;F435W,4328.777,10615,2007-02-15 20:20:07,J9DX02070,,,0.219
J9DX02080,NGC5904,15 18 33.800,+02 04 58.00,10,2006-02-15 08:26:17,2006-02-15 08:40:18,680.000,ACS   ,WFC,CLEAR1L;F435W,4328.777,10615,2007-02-15 20:40:29,J9DX02080,,,0.179
J9DX02090,NGC5904,15 18 33.800,+02 04 58.00,10,2006-02-15 08:48:22,2006-02-15 10:07:50,1260.000,ACS   ,WFC,CLEAR1L;F435W,4328.777,10615,2007-02-15 21:21:24,J9DX02090,,,0.179
J9DX020A0,NGC5904,15 18 34.000,+02 04 57.71,10,2006-02-15 10:10:29,2006-02-15 10:24:30,680.000,ACS   ,WFC,CLEAR1L;F435W,4328.777,10615,2007-02-15 21:42:04,J9DX020A0,,,0.219
J9L956010,NGC5904,15 18 34.203,+02 04 52.03,260,2006-03-13 07:44:54,2006-03-13 10:55:27,567.000,ACS   ,WFCENTER,F606W;CLEAR2L,5919.204,10775,2006-07-01 00:00:00,J9L956010,,4,0.246
J9L956020,NGC5904,15 18 34.203,+02 04 52.03,260,2006-03-13 11:04:30,2006-03-13 12:52:22,567.000,ACS   ,WFCENTER,CLEAR1L;F814W,8047.648,10775,2006-07-01 00:00:00,J9L956020,,2,0.246
UA5DA101M,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-25 18:54:17,2008-01-25 18:54:27,10.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-01-25 23:00:10,UA5DA101M,,,2.315
UA5DA102M,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-25 18:56:17,2008-01-25 18:56:27,10.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-01-25 23:00:36,UA5DA102M,,,2.315
UA5DA103M,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-25 18:58:17,2008-01-25 18:58:27,10.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-01-25 23:00:54,UA5DA103M,,,2.315
UA5DA104M,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-25 19:00:17,2008-01-25 19:00:27,10.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-01-25 23:01:12,UA5DA104M,,,2.315
UA5DA105M,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-25 19:02:17,2008-01-25 19:02:27,10.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-01-25 23:01:27,UA5DA105M,,,2.315
UA5DA106M,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-25 19:04:17,2008-01-25 19:05:57,100.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-01-25 23:01:41,UA5DA106M,,,2.315
UA5DA107M,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-25 19:10:17,2008-01-25 19:11:57,100.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-01-25 23:01:57,UA5DA107M,,,2.315
UA5DA108M,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-25 19:13:17,2008-01-25 19:14:57,100.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-01-25 23:02:14,UA5DA108M,,,2.315
UA5DA109M,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-25 19:16:17,2008-01-25 19:22:57,400.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-01-25 23:10:41,UA5DA109M,,,2.315
UA5DA10AM,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-25 19:27:17,2008-01-25 19:33:57,400.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-01-25 23:10:55,UA5DA10AM,,,2.315
UA5DA10BM,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-25 19:35:17,2008-01-25 19:35:27,10.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-01-25 23:11:08,UA5DA10BM,,,2.315
UA5DA10CM,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-25 19:37:17,2008-01-25 19:37:27,10.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-01-25 23:11:26,UA5DA10CM,,,2.315
UA5DC101M,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-29 22:01:17,2008-01-29 22:01:27,10.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-02-01 07:21:53,UA5DC101M,,,2.315
UA5DC102M,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-29 22:03:17,2008-01-29 22:03:27,10.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-02-01 07:22:29,UA5DC102M,,,2.315
UA5DC103M,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-29 22:05:17,2008-01-29 22:05:27,10.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-02-01 07:22:46,UA5DC103M,,,2.315
UA5DC104M,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-29 22:07:17,2008-01-29 22:07:27,10.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-02-01 07:23:30,UA5DC104M,,,2.315
UA5DC105M,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-29 22:09:17,2008-01-29 22:09:27,10.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-02-01 07:32:37,UA5DC105M,,,2.315
UA5DC106M,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-29 22:11:17,2008-01-29 22:12:57,100.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-02-01 07:32:43,UA5DC106M,,,2.315
UA5DC107M,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-29 22:17:17,2008-01-29 22:18:57,100.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-02-01 07:33:01,UA5DC107M,,,2.315
UA5DC108M,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-29 22:20:17,2008-01-29 22:21:57,100.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-02-01 07:33:07,UA5DC108M,,,2.315
UA5DC109M,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-29 22:23:17,2008-01-29 22:29:57,400.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-02-01 07:33:25,UA5DC109M,,,2.315
UA5DC10AM,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-29 22:34:17,2008-01-29 22:40:57,400.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-02-01 07:33:43,UA5DC10AM,,,2.315
UA5DC10BM,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-29 22:42:17,2008-01-29 22:42:27,10.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-02-01 07:34:01,UA5DC10BM,,,2.315
UA5DC10CM,NGC5904,15 18 30.106,+02 07 02.52,0,2008-01-29 22:44:17,2008-01-29 22:44:27,10.000,WFPC2 ,PC1-FIX,F555W,5439.000,11077,2009-02-01 07:34:13,UA5DC10CM,,,2.315
IB5R03010,MESSIER-005,15 18 33.700,+02 04 48.00,5,2010-07-05 12:57:36,2010-07-05 17:43:25,600.000,WFC3  ,UVIS1,F606W,5885.550,11615,2011-07-06 13:54:05,IB5R03010,,,0.135
IB5R03020,MESSIER-005,15 18 33.700,+02 04 48.00,5,2010-07-05 13:02:42,2010-07-05 17:54:21,3000.000,WFC3  ,UVIS1,F390W,3922.350,11615,2011-07-06 14:09:24,IB5R03020,,,0.135
IB5R03030,MESSIER-005,15 18 33.700,+02 04 48.00,5,2010-07-05 13:13:24,2010-07-05 18:25:31,5250.000,WFC3  ,UVIS1,F656N,6561.400,11615,2011-07-06 14:39:27,IB5R03030,,,0.135
IB5R03040,MESSIER-005,15 18 33.700,+02 04 48.00,5,2010-07-05 13:42:44,2010-07-05 18:30:40,600.000,WFC3  ,UVIS1,F814W,8048.100,11615,2011-07-06 01:40:20,IB5R03040,,,0.135
IBQS11010,M5,15 18 31.460,+02 05 15.30,4,2012-06-06 13:18:49,2012-06-06 14:52:07,700.000,WFC3  ,UVIS1,F814W,8048.100,12517,2013-06-07 14:55:35,IBQS11010,,,0.590
IBQS11CTQ,M5,15 18 31.460,+02 05 15.30,4,2012-06-06 13:31:11,2012-06-06 13:43:26,735.000,WFC3  ,UVIS1,F390W,3920.800,12517,2013-06-06 16:35:50,IBQS11CTQ,,,0.590
IBQS11020,M5,15 18 31.460,+02 05 15.30,4,2012-06-06 13:45:54,2012-06-06 13:59:42,700.000,WFC3  ,UVIS1,F606W,5885.550,12517,2013-06-07 14:55:40,IBQS11020,,,0.590
IBQS12010,M5,15 18 31.475,+02 05 15.32,4,2012-06-07 11:39:30,2012-06-07 13:12:39,700.000,WFC3  ,UVIS1,F814W,8048.100,12517,2013-06-07 16:51:08,IBQS12010,,,0.588
IBQS12HZQ,M5,15 18 31.453,+02 05 15.47,4,2012-06-07 11:51:52,2012-06-07 12:04:07,735.000,WFC3  ,UVIS1,F390W,3920.800,12517,2013-06-07 16:47:23,IBQS12HZQ,,,0.593
IBQS12020,M5,15 18 31.464,+02 05 15.39,4,2012-06-07 12:06:35,2012-06-07 12:20:23,700.000,WFC3  ,UVIS1,F606W,5885.550,12517,2013-06-07 16:48:53,IBQS12020,,,0.590
IBQS13010,M5,15 18 31.456,+02 05 15.20,4,2012-06-08 02:01:25,2012-06-08 03:34:25,700.000,WFC3  ,UVIS1,F814W,8048.100,12517,2013-06-08 06:26:39,IBQS13010,,,0.590
IBQS13LDQ,M5,15 18 31.464,+02 05 15.40,4,2012-06-08 02:13:47,2012-06-08 02:26:02,735.000,WFC3  ,UVIS1,F390W,3920.800,12517,2013-06-08 06:22:09,IBQS13LDQ,,,0.590
IBQS13020,M5,15 18 31.471,+02 05 15.23,4,2012-06-08 02:28:30,2012-06-08 02:42:18,700.000,WFC3  ,UVIS1,F606W,5885.550,12517,2013-06-08 06:25:24,IBQS13020,,,0.587
IBQS14010,M5,15 18 31.449,+02 05 15.41,4,2012-06-09 00:54:11,2012-06-09 02:25:33,700.000,WFC3  ,UVIS1,F814W,8048.100,12517,2013-09-27 16:07:50,IBQS14010,,,0.593
IBQS14RCQ,M5,15 18 31.475,+02 05 15.33,4,2012-06-09 01:50:31,2012-06-09 02:02:46,735.000,WFC3  ,UVIS1,F390W,3920.800,12517,2013-06-09 02:56:13,IBQS14RCQ,,,0.588
IBQS14020,M5,15 18 31.456,+02 05 15.20,4,2012-06-09 02:05:14,2012-06-09 02:19:02,700.000,WFC3  ,UVIS1,F606W,5885.550,12517,2013-06-09 04:43:34,IBQS14020,,,0.590
ICAU79HVQ,NGC-5904-M-5,15 18 32.619,+02 04 44.85,55,2014-04-08 05:33:14,2014-04-08 05:34:12,58.000,WFC3  ,UVIS-CENTER,F438W,4325.000,13297,2014-04-08 11:18:56,ICAU79HVQ,,1,0.189
ICAU79010,NGC-5904-M-5,15 18 32.732,+02 04 46.14,55,2014-04-08 05:36:51,2014-04-08 06:03:47,612.000,WFC3  ,UVIS-CENTER,F336W,3354.850,13297,2014-04-08 18:04:02,ICAU79010,,1,0.153
ICAU79020,NGC-5904-M-5,15 18 32.844,+02 04 47.42,55,2014-04-08 05:44:34,2014-04-08 06:17:54,1380.000,WFC3  ,UVIS-CENTER,F275W,2707.200,13297,2014-04-08 18:04:07,ICAU79020,,1,0.118
ICAU78AVQ,NGC-5904-M-5,15 18 33.677,+02 04 42.69,55,2014-05-17 15:57:54,2014-05-17 15:58:53,59.000,WFC3  ,UVIS-CENTER,F438W,4325.000,13297,2014-05-17 20:44:44,ICAU78AVQ,,1,0.189
ICAU78010,NGC-5904-M-5,15 18 33.591,+02 04 44.38,55,2014-05-17 16:01:32,2014-05-17 16:28:27,612.000,WFC3  ,UVIS-CENTER,F336W,3354.850,13297,2014-05-17 21:27:18,ICAU78010,,1,0.153
ICAU78020,NGC-5904-M-5,15 18 33.505,+02 04 46.07,55,2014-05-17 16:09:15,2014-05-17 16:42:33,1378.000,WFC3  ,UVIS-CENTER,F275W,2707.200,13297,2014-05-17 21:28:04,ICAU78020,,1,0.118
